"","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"347",347,"2024-08-02","NE",28.65,"21-25","Female","Single (never married)","University (Bachelor)","Chhetri","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","I don’t understand","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","","","","",NA,NA,NA,NA,NA,3,5,0,0,1,0,3,0,NA,1,6,15,0.789473684210526,6
"348",348,"2024-08-03","EN",8,"18-20","Male","Single (never married)","Secondary","Bahun","","Kathmandu","Skip","Personally have felt strong shaking","Highly disagree (Not at all worried)","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Ask me again at the end of the survey","Yes",1,4,4,1,NA,1,1,0,0,0,NA,2,0,4,1,1,2,0.105263157894737,6
"349",349,"2024-08-03","EN",11.8833333333333,"26-30","Male","Single (never married)","No formal education","Bahun","","Dhading","Town","Personally have felt strong shaking","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,2,4,0,0,0,1,0,1,5,0,1,2,0.105263157894737,1
"350",350,"2024-08-03","EN",8.4,"21-25","Male","Single (never married)","University (Bachelor)","Chhetri","","Udayapur","City","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,3,5,0,0,0,0,3,0,5,1,1,2,0.105263157894737,3
"351",351,"2024-08-03","EN",9.2,"18-20","Female","Single (never married)","University (Bachelor)","Newar (Newa)","","Lalitpur","City","Personally felt an earthquake before","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","I don't know","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Skip",0,5,5,1,NA,2,4,1,0,1,0,3,0,5,NA,1,1,0.0526315789473684,1
"352",352,"2024-08-03","EN",4.35,"18-20","Male","Single (never married)","Secondary","Yadav","","Parsa","City","Personally felt an earthquake before","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Neither useful nor useless","Yes","",2,5,3,1,1,1,5,2,0,0,0,2,0,4,0,1,1,0.0526315789473684,1
"353",353,"2024-08-03","NE",5.56666666666667,"21-25","Male","Single (never married)","Secondary","Bahun","","Dailekh","Village","Personally felt an earthquake before","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,0,0,0,2,2,0,5,0,1,1,0.0526315789473684,1
"354",354,"2024-08-03","EN",34.8166666666667,"18-20","Male","Single (never married)","University (Bachelor)","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Ask me again at the end of the survey","No",2,4,4,1,NA,2,4,1,0,0,0,3,0,4,1,5,10,0.526315789473684,5
"355",355,"2024-08-03","EN",23.3833333333333,"26-30","Male","Single (never married)","University (Bachelor)","Bahun","","Kathmandu","Town","Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Observed","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey","Yes",3,5,4,1,NA,3,5,0,0,0,1,3,1,2,1,4,10,0.526315789473684,1
"356",356,"2024-08-03","EN",13.6666666666667,"26-30","Female","Single (never married)","Secondary","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,4,5,0,0,1,0,2,1,5,1,7,17,0.894736842105263,1
"357",357,"2024-08-03","EN",12.1,"36-40","Female","Married","University (Bachelor)","Newar (Newa)","","Tanahun","Town","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,3,5,1,1,1,1,3,2,4,1,5,8,0.421052631578947,5
"358",358,"2024-08-03","EN",18.1666666666667,"26-30","Female","Single (never married)","University (Bachelor)","Chhetri","","Kathmandu","City","Personally felt an earthquake before,Know family or friends,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,2,5,0,0,1,0,3,1,3,1,3,6,0.315789473684211,4
"359",359,"2024-08-03","EN",10.9666666666667,"31-35","Male","Single (never married)","Post-graduate","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Personally have experienced injury,Know family or friends,Observed,Have seen the effects of","Highly disagree (Not at all worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey","Yes",0,5,4,1,NA,3,1,1,0,0,0,4,1,4,1,5,13,0.684210526315789,6
"360",360,"2024-08-03","EN",9.98333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Bahun","","Kathmandu","City","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that will certainly cause damage.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,5,0,0,0,0,3,0,1,0,1,1,0.0526315789473684,1
"361",361,"2024-08-03","EN",15.2666666666667,"18-20","Female","Single (never married)","Secondary","Other","Bishwokarma","Gorkha","City","Personally have experienced injury","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,4,5,2,0,1,0,2,0,4,1,1,5,0.263157894736842,1
"362",362,"2024-08-03","EN",15.9166666666667,"46-50","Male","Married","University (Bachelor)","Newar (Newa)","","Kathmandu","City","Personally have felt strong shaking,Observed,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","No",1,5,5,1,NA,2,4,1,1,0,0,3,3,3,1,3,5,0.263157894736842,3
